CVR,Organisationsnavn,Note,Hjemmeside,Kategorier v. metodeworkshop,Privat vandværk,Rådgiver,Producent/Leverandør,Vand,Klimatilpasning,"Affald, ressourcer & materialer",Luft,Natur,Aktørgruppe,  Vand i rør 💧,"Jord, Vand og Natur 🌎 ",Klimatilpasning 🌊,Luft 💨,Materialer og Ressourcer ♻️,Status,Type,Type forkortelse,Antal ansatte,Antal ansatte (interval),Brachekode,Branche,Formål,Adresse,By,Kommune,Postnummer,Region,Land,Latitude,Longitude,Kilde,Metode
41792116,Agersted Vandværk A.m.b.a.,,,Forsyningsselskaber,1,,,,,,,,Private vandværker (Vand i rør),,,,,,Aktiv,Andelsselskab (-forening),ANS,,01-jan,360000,Vandforsyning,,"Gl Kongevej 5, 9330 Agersted",Dronninglund,Brønderslev,9330,Region Nordjylland,Danmark,57.197824,10.37901,Lasso X Branchekodeudtræk,Opslag
38385771,Agersø Vandværk A.M.B.A.,,,Forsyningsselskaber,1,,,,,,,,Private vandværker (Vand i rør),,,,,,Aktiv,Andelsselskab (-forening),ANS,,,360000,Vandforsyning,,"c/o Torben Holst, Helholmvej 1, 4244 Agersø",Agersø,Slagelse,4244,Region Sjælland,Danmark,55.210837,11.189495,Lasso X Branchekodeudtræk,Opslag
62462515,AGGERSUND VANDVÆRK,,,Forsyningsselskaber,1,,,,,,,,Private vandværker (Vand i rør),,,,,,Aktiv,Forening,FOR,,,360000,Vandforsyning,,"c/o Han Herreds El Forsyning, Stationsvej 20, 9460 Brovst",Brovst,Jammerbugt,9460,Region Nordjylland,Danmark,57.099944,9.510174,Lasso X Branchekodeudtræk,Opslag
21852902,AGILENT TECHNOLOGIES DENMARK ApS,,https://www.agilent.com/,Kernen,,1,,,,,1,1,"Miljølaboratorier (Jord, Vand og Natur);
Rådgivere (luft)",,"Jord;
Natur;
Brak-, fersk- og Havvand",,"Emisioner fra øvrig industri;
Indeklima i boliger, arbejdspladser og udannelsesinstitutioner",,NORMAL,Anpartsselskab,APS,762,500-999,205900,Fremstilling af andre kemiske produkter i.a.n.,"Selskabets formål er at drive virksomhed med handel, fabrikation og investering samt anden virksomhed, der står i forbindelse hermed.","Produktionsvej 42, 2600 Glostrup",Glostrup,Glostrup,2600,Region Hovedstaden,Danmark,55.701304,12.42471,MUDP liste,Opslag
35680381,AGRIFARM CONSTRUCTION A/S,,https://agrifarm.dk/,Kernen,,,1,,,,1,,Luftindustrien (luft),,,,"Emissioner fra landbrug → Rensningsteknologier, filtrering og ventilation",,NORMAL,Aktieselskab,A/S,7,05-sep,439990,"Anden bygge- og anlægsvirksomhed, som kræver specialisering",Selskabets formål er at drive virksomhed med drift af entreprenør- og rådgivningsvirksomhed samt dermed beslægtet virksomhed.,"Busbjergvej 61, 8850 Bjerringbro",Bjerringbro,Viborg,8850,Region Midtjylland,Danmark,56.371519,9.679342,CLEAN medlem,Opslag
36942975,Agro Intelligence ApS,,https://www.agrointelli.com/,Kernen,,,1,,,,,1,"Producenter og leverandører (Jord, Vand og Natur)",,Generel afværgning af forurening → Anden afværgning af forurening,,,,NORMAL,Anpartsselskab,APS,40,20-49,283000,Fremstilling af landbrugs- og skovbrugsmaskiner,"Selskabets formål er at udvikle produkter indenfor landbrugsautomatisering, med salg af teknologiplatforme for øje, samt dermed beslægtet virksomhed.","Agro Food Park 13, 8200 Aarhus N",Aarhus N,Aarhus,8200,Region Midtjylland,Danmark,56.201299,10.158469,DI medlemsforening: DI Fødevarer,Opslag
34089663,AgroFora ApS,,http://agrofora.com/,Kernen,,1,,,,1,,,Rådgivere (Materialer og ressourcer),,,,,Teknologi og komponenter til biogasproduktion,NORMAL,Anpartsselskab,APS,1,01-jan,711290,Anden teknisk rådgivning,Selskabets formål er at yde rådgivning til projektering af anlæg til vedvarende energi og dermed beslægtet virksomhed.,"Bygvej 5, 4220 Korsør",Korsør,Slagelse,4220,Region Sjælland,Danmark,55.323242,11.163714,TI greentech patenter og citeringer,Søgning
53754015,AGTRUP-PLAST ApS,,https://agtrup-plast.dk/,Kernen,,1,1,,,1,,,"Rådgivere (Materialer og ressourcer);
Producenter og leverandører (Materialer og ressourcer)",,,,,"Udvikling/produktion af cirkulære enkeltmaterialer;
Udvikling/produktion af cirkulære enkeltmaterialer → Plastgranulat",NORMAL,Anpartsselskab,APS,11,okt-19,222900,Fremstilling af andre plastprodukter,Selskabets formål er at drive fabrikation og handel,"Essen 12, 6000 Kolding",Kolding,Kolding,6000,Region Syddanmark,Danmark,55.462961,9.482333,Dansk Materiale Netværk: PlastNet,Søgning
38512048,Aguardio ApS,,https://www.aguardio.com/,Kernen,,,1,1,,,,,Vandindustrien (Vand i rør),"Vandforbrug (industri) → Måleinstrumenter;
Vandforbrug (forbruger) → Måleinstrumenter",,,,,NORMAL,Anpartsselskab,APS,7,05-sep,265100,"Fremstilling af udstyr til måling, afprøvning, navigation og kontrol","Selskabets formål er konceptudvikling, fremstilling og salg af vandbesparende teknik samt enhver efter bestyrelsens skøn dermed forbundet virksomhed.","Lysholt Allé 6, 7100 Vejle",Vejle,Vejle,7100,Region Syddanmark,Danmark,55.734325,9.581734,CLEAN medlem,Opslag
58684910,AI A/S,,https://ai.dk/,Rådgivere,,1,,1,1,,1,,"Arkitekter (Klimatilpasning);
Rådgivere (Vand i rør);
Rådgivere (luft)",Kloak,,Klimatilpasning i byer,"Indeklima i boliger, arbejdspladser og udannelsesinstitutioner",,NORMAL,Aktieselskab,A/S,96,50-99,711210,Rådgivende ingeniørvirksomhed inden for byggeri og anlægsarbejder,"Selskabets formål er at projektere, planlægge og forestå opførelsen af byggeri og udøve al i forbindelse hermed stående virksomhed. Desuden kan selskabet medvirke ved ændring og vedligeholdelse af den eksisterende boligmasse.","Refshalevej 147 2., 1432 København K",København K,København,1432,Region Hovedstaden,Danmark,55.689589,12.6114,MUDP liste,Opslag
54648618,Aidt Bys Vandværk v/formand Kim Møller Nielsen,,,Forsyningsselskaber,1,,,,,,,,Private vandværker (Vand i rør),,,,,,Aktiv,Forening,FOR,,0-0,360000,Vandforsyning,,"c/o Favrskov Forsyning A/S, Torvegade 7, 8450 Hammel",Hammel,Favrskov,8450,Region Midtjylland,Danmark,56.254581,9.866355,Lasso X Branchekodeudtræk,Opslag
29840997,AIKAN A/S,,https://aikan.dk/,Kernen,,,1,1,,1,,,"Vandindustrien (Vand i rør);
Producenter og leverandører (Materialer og ressourcer)",Spildevandsbehandling → Løsninger til energi- og ressourceproduktion,,,,Teknologi og komponenter til biogasproduktion,NORMAL,Aktieselskab,A/S,1,01-jan,352100,Fremstilling af gas,"Selskabets formål er drive erhvervsvirksomhed igennem udvikling, produktion og handel inden for genanvendelse af affaldsprodukter samt anden efter bestyrelsens skøn i forbindelse hermed stående virksomhed.","c/o Solum A/S, Vadsbystræde 6, 2640 Vadsby",Hedehusene,Høje-Taastrup,2640,Region Hovedstaden,Danmark,55.677741,12.204971,State of Green,Søgning
15036117,AIR LIQUIDE DANMARK A/S,,https://dk.airliquide.com/,Kernen,,,1,1,,,1,,"Vandindustrien (Vand i rør);
Luftindustrien (luft)","Vandforsyning → Videregående vandbehandling, herunder blødgøringsteknologi;
Spildevandsbehandling → Rensningsløsninger til offentlige spildevandsanlæg og industri",,,"Emisioner fra energiproduktion (biogasanlæg, affaldsforbrændigsanlæg, halm-fyrret anlæg m.v.) → Rensningsteknologier og filtr...;
Emissioner fra skibsfart → Måle og sensorløsninger (herunder droner samt systemer og teknologier hertil)",,NORMAL,Aktieselskab,A/S,198,100-199,201100,Fremstilling af industrigasser,"Selskabets formål er fabrikation, handel og rederivirksomhed, transportvirksomhed samt finansierings- og investeringsvirksomhed i forbindelse hermed","Høje Taastrup Vej 42, 2630 Taastrup",Taastrup,Høje-Taastrup,2630,Region Hovedstaden,Danmark,55.647244,12.285184,Inno-MT medlemmer,Opslag
37998982,AIRbyNATURE ApS,,https://airbynature.com/,Kernen,,1,1,,,,1,,"Rådgivere (luft);
Luftindustrien (luft)",,,,"Indeklima i boliger, arbejdspladser og udannelsesinstitutioner;
Indeklima i boliger, arbejdspladser og udannelsesinstitutioner → Ventilation, rensningsteknologier og filtrering",,NORMAL,Anpartsselskab,APS,13,okt-19,439990,"Anden bygge- og anlægsvirksomhed, som kræver specialisering",Virksomhedens formål er salg af miljørigtige indeklima produkter.,"Korinthvej 11, 9220 Aalborg Øst",Aalborg Øst,Aalborg,9220,Region Nordjylland,Danmark,57.039891,10.02494,TI - MT patenter,Søgning
20803703,AIRCOLD ApS,,https://www.aircold.dk/,Kernen,,,1,,,,1,,Luftindustrien (luft),,,,"Indeklima i boliger, arbejdspladser og udannelsesinstitutioner → Ventilation, rensningsteknologier og filtrering",,NORMAL,Anpartsselskab,APS,10,okt-19,282500,Fremstilling af køle- og ventilationsanlæg (til industriel brug),"Selskabets formål er drift af kølefirma, herunder med salg og servicering af klimaanlæg/aircondition, fryseanlæg og chillere samt hermed beslægtet virksomhed.","Vissevej 95A, 9210 Aalborg SØ",Aalborg SØ,Aalborg,9210,Region Nordjylland,Danmark,56.995508,9.929708,DI medlemsforening: DI fremstillingsindustrien,Opslag
40482423,Airflight ApS,,https://www.airflight.io/,Kernen,,,1,,,,1,,Luftindustrien (luft),,,,Emissioner fra skibsfart → Måle og sensorløsninger (herunder droner samt systemer og teknologier hertil),,NORMAL,Anpartsselskab,APS,16,okt-19,303000,Fremstilling af luft- og rumfartøjer o.l.,"Selskabets formål er at drive virksomhed med udvikling, produktion og salg af produkter til droner og fly, samt anden dermed efter direktionens skøn beslægtet virksomhed.","Saltumvej 25, 9700 Brønderslev",Brønderslev,Brønderslev,9700,Region Nordjylland,Danmark,57.275048,9.919331,Odense Robotics,Søgning
10327903,AIRHEAT A/S,,https://www.airheat.dk/,Kernen,,,1,,,,1,,Luftindustrien (luft),,,,"Indeklima i boliger, arbejdspladser og udannelsesinstitutioner → Ventilation, rensningsteknologier og filtrering;
Emisioner fra øvrig industri → Rensningsteknologier, filtrering og ventilation",,NORMAL,Aktieselskab,A/S,15,okt-19,282500,Fremstilling af køle- og ventilationsanlæg (til industriel brug),"Selskabets formål er produktion, handel og investering samt hermed beslægtet virksomhed.","Idom Kirkevej 1, 7500 Holstebro",Holstebro,Holstebro,7500,Region Midtjylland,Danmark,56.331176,8.490566,DI medlemsforening: DI fremstillingsindustrien,Opslag
29527393,AIRMASTER A/S,,https://www.airmaster.dk/,Kernen,,,1,,,,1,,Luftindustrien (luft),,,,"Indeklima i boliger, arbejdspladser og udannelsesinstitutioner → Ventilation, rensningsteknologier og filtrering",,NORMAL,Aktieselskab,A/S,184,100-199,282500,Fremstilling af køle- og ventilationsanlæg (til industriel brug),"Selskabets formål er at drive handel/produktion og lignende virksomhed, der af bestyrelsen skønnes forenelig med selskabets førnævnte formål.","Industrivej 59, 9600 Aars",Aars,Vesthimmerlands,9600,Region Nordjylland,Danmark,56.808199,9.49457,TI - MT patenter,Søgning
38242164,Airplant ApS,,http://airplant.io/,Kernen,,,1,,,,1,,Luftindustrien (luft),,,,"Indeklima i boliger, arbejdspladser og udannelsesinstitutioner → Ventilation, rensningsteknologier og filtrering",,UNDER KONKURS,Anpartsselskab,APS,1,01-jan,721900,Anden forskning og eksperimentel udvikling inden for naturvidenskab og teknik,"Selskabets formål er at drive virksomhed med udvikling og salg af udstyr til indeklimaforbedring, samt enhver i forbindelse hermed stående virksomhed.","Veilgårdsvej 4, 8340 Malling",Malling,Aarhus,8340,Region Midtjylland,Danmark,56.043804,10.192317,CLEAN SMVer fra rekrutteringskampange,Opslag
20953233,AIRTEAM A/S,,https://airteam.dk/,Kernen,,1,1,,,,1,,"Luftindustrien (luft);
Rådgivere (luft)",,,,"Indeklima i boliger, arbejdspladser og udannelsesinstitutioner → Ventilation, rensningsteknologier og filtrering;
Emisioner fra øvrig industri → Rensningsteknologier, filtrering og ventilation;
Indeklima i boliger, arbejdspladser og udannelsesinstitutioner;
Emisioner fra øvrig industri",,NORMAL,Aktieselskab,A/S,251,200-499,432900,Anden bygningsinstallationsvirksomhed,"Selskabets formål er, direkte eller via besiddelse af kapitalandele i andre selskaber, at drive virksomhed med ingeniør-, entreprenør-, og industri- og handelsaktiviteter samt enhver virksomhed, der efter bestyrelsens skøn er beslægtet hermed.","Gunnar Clausens Vej 34B, 8260 Viby J",Viby J,Aarhus,8260,Region Midtjylland,Danmark,56.108467,10.145953,DI medlemsforening: Bygningsentreprenørsektionen,Søgning
21212687,AIRTEC DANMARK A/S,,https://airtecsolutions.dk/,Kernen,,1,1,,,,1,,"Rådgivere (luft);
Luftindustrien (luft)",,,,"Indeklima i boliger, arbejdspladser og udannelsesinstitutioner → Ventilation, rensningsteknologier og filtrering;
Indeklima i boliger, arbejdspladser og udannelsesinstitutioner",,NORMAL,Aktieselskab,A/S,9,05-sep,282500,Fremstilling af køle- og ventilationsanlæg (til industriel brug),Selskabets formål er at drive virksomhed og produktion samt hermed beslægtet virksomhed.,"Hvedemarken 21, 7620 Nørlem",Lemvig,Lemvig,7620,Region Midtjylland,Danmark,56.548668,8.330827,DI medlemsforening: DI fremstillingsindustrien,Opslag
16299138,AISTRUP VANDVÆRK,,,Forsyningsselskaber,1,,,,,,,,Private vandværker (Vand i rør),,,,,,Aktiv,Interessentskab,I/S,,0-0,360000,Vandforsyning,,"c/o Karina Ladefoged Otte, Ajstrupvej 3, 9560 Hadsund",Hadsund,Mariagerfjord,9560,Region Nordjylland,Danmark,56.686007,10.160636,Lasso X Branchekodeudtræk,Opslag
28082657,AJ ENERGI & STRØ / Arne Sønderbæk,,https://ajenergi.dk/,Kernen,,,1,,,,1,,Luftindustrien (luft),,,,"Emissioner fra landbrug → Rensningsteknologier, filtrering og ventilation",,Aktiv,Enkeltmandsvirksomhed,ENK,5,05-sep,16300,Forarbejdning af afgrøder efter høst,,"Holtevej 19, 7490 Aulum",Aulum,Herning,7490,Region Midtjylland,Danmark,56.245242,8.724132,MUDP liste,Opslag
98496653,AJSTRUP ØSTRE VANDVÆRK,,,Forsyningsselskaber,1,,,,,,,,Private vandværker (Vand i rør),,,,,,Aktiv,Forening,FOR,,,360000,Vandforsyning,,"c/o Søren Sørensen, Stidsholtvej 3, 9381 Sulsted",Sulsted,Aalborg,9381,Region Nordjylland,Danmark,57.178818,9.979767,Lasso X Branchekodeudtræk,Opslag
32146279,AKJ INVENTIONS ApS,,https://akji.dk/,Kernen,,,1,,,,1,,Luftindustrien (luft),,,,"Indeklima i boliger, arbejdspladser og udannelsesinstitutioner → Ventilation, rensningsteknologier og filtrering",,NORMAL,Anpartsselskab,APS,1,01-jan,721900,Anden forskning og eksperimentel udvikling inden for naturvidenskab og teknik,Selskabets formål er at drive opfinder- og ingeniørvirksomhed og hermed beslægtet virksomhed.,"c/o Dansk Total Elektronik, Marielundvej 37B, 2730 Herlev",Herlev,Herlev,2730,Region Hovedstaden,Danmark,55.715726,12.429452,Inno-MT medlemmer,Opslag
20447389,AKSEL BENZIN A/S,,https://www.akselbenzin.dk/,Kernen,,,1,,,1,,,Producenter og leverandører (Materialer og ressourcer),,,,,"Genanvendelsesløsninger → Mekaniske genanvendelsesløsninger til nedbrydning, sortering og/eller oparbejdning af materialer",NORMAL,Aktieselskab,A/S,7,05-sep,466300,Engroshandel med maskiner til minedrift og bygge- og anlægsvirksomhed,Selskabets formål er at drive ingeniør- og handelsvirksomhed. Selskabet kan eje fast ejendom.,"Sandtoften 10, 2820 Gentofte",Gentofte,Gentofte,2820,Region Hovedstaden,Danmark,55.757966,12.502365,MUDP bevillinger 2012-2021,Søgning
24211118,AL-2 TEKNIK A/S,,https://al-2.dk/,Kernen,,,1,1,,,,,Vandindustrien (Vand i rør),"Vandforsyning → Vandbehandling;
Spildevandsbehandling → Rensningsløsninger til offentlige spildevandsanlæg og industri;
Spildevandsbehandling → Rensningsløsninger til akvakultur",,,,,NORMAL,Aktieselskab,A/S,8,05-sep,289900,Fremstilling af øvrige maskiner til specielle formål i.a.n.,Selskabets formål er at drive virksomhed med produktion af maskiner.,"Krøgebækvej 25, 6682 Hovborg",Hovborg,Vejen,6682,Region Syddanmark,Danmark,55.611298,8.941023,Innovationsfonden - miljøteknik,Opslag
30591054,ALBERS-HANSEN DANMARK A/S,,https://www.albers-hansen.dk/,Kernen,,,,,,,,1,"Miljølaboratorier (Jord, Vand og Natur)",,"Natur;
Jord",,,,NORMAL,Aktieselskab,A/S,27,20-49,712010,Kontrol af levnedsmidler,"Selskabets formål er at drive virksomhed ved kontrol af råvarer, levnedsmidler m.v.","Virkevangen 60, 8960 Assentoft",Randers SØ,Randers,8960,Region Midtjylland,Danmark,56.439843,10.152971,Inno-MT medlemmer,Opslag
58243914,Albæk Vandværk,,,Forsyningsselskaber,1,,,,,,,,Private vandværker (Vand i rør),,,,,,Aktiv,Forening,FOR,,,360000,Vandforsyning,,"c/o jens christian christensen, Kalvehaven 3, 8930 Randers NØ",Randers NØ,Randers,8930,Region Midtjylland,Danmark,56.482614,10.161654,Lasso X Branchekodeudtræk,Opslag
51426568,ALBØGE VANDVÆRK,,,Forsyningsselskaber,1,,,,,,,,Private vandværker (Vand i rør),,,,,,Aktiv,Forening,FOR,,,360000,Vandforsyning,,"c/o Johnny Bach Pedersen, Askhøjvej 76, 8570 Trustrup",Trustrup,Norddjurs,8570,Region Midtjylland,Danmark,56.361235,10.701571,Lasso X Branchekodeudtræk,Opslag
27924026,ALDERSLYST ELEKTRO A/S,,https://www.alderslyst-elektro.dk/,Kernen,,,1,1,,,,,Vandindustrien (Vand i rør),"Spildevandsbehandling → Tanke og rørføring til spildevanddistribution og lagring;
Vandforsyning → Tanke og rørføring til vanddistribution og lagring",,,,,NORMAL,Aktieselskab,A/S,10,okt-19,331400,Reparation af elektrisk udstyr,Selskabets formål er at drive elektro-/handelsvirksomhed,"Priorsvej 15, 8600 Silkeborg",Silkeborg,Silkeborg,8600,Region Midtjylland,Danmark,56.201412,9.573286,DI medlemsforening: DI fremstillingsindustrien,Opslag
24213366,ALEXANDRA INSTITUTTET A/S,,https://alexandra.dk/,GTS'er,,,,,,,,,,,,,,,NORMAL,Aktieselskab,A/S,88,50-99,721900,Anden forskning og eksperimentel udvikling inden for naturvidenskab og teknik,"Alexandra Instituttets formål er at drive forskning, innovation, udvikling, rådgivning, kompetence- udvikling, og teknologisk service på et almen- nyttigt grundlag inden for anvendt informations- teknologi, og i den forbindelse at virke til fremme af samarbejdet mellem borgere, erhvervsliv, myndigheder og forsknings- og uddannelses- institutioner, samt i øvrigt at udøve hermed beslægtet virksomhed efter bestyrelsens nærmere beslutninger. Selskabet udbyder teknologisk service, baseret på den nyeste forskning og teknologi i form af rådgivning, udvikling, kompetenceudvikling og løsninger. Som almennyttig virksomhed skal selskabet være uafhængig af særinteresser og samarbejde bredt med relevante danske og udenlandske videninstitutioner samt formidle selskabets forsknings- og udviklingsresultater til en bred kreds af virksomheder og andre interessenter. Selskabets ydelser og løsninger leveres på forretningsmæssige vilkår. Til at fremme dette formål påhviler det selskabets ejere, bestyrelse og direktion at sikre Alexandra Instituttet A/S en stærk profilering i offentlig- heden, søge alliancer med relevante organisa- tioner og selskaber med henblik på at styrke Alexandra Instituttet A/S' interesser.","Åbogade 34, 8200 Aarhus N",Aarhus N,Aarhus,8200,Region Midtjylland,Danmark,56.17197213,10.18934447,Manuel tilføjelse,Opslag
39656760,All in on green ApS,,https://www.allinongreen.dk/,Kernen,,,1,,,,,1,"Producenter og leverandører (Jord, Vand og Natur)",,"Brak-, fersk- og Havvand → Forureningskortlægning og oprensning",,,,NORMAL,Anpartsselskab,APS,,,390000,Rensning af jord og grundvand og anden form for forureningsbekæmpelse,Selskabets formål er at udvikle og sælge miljøvenlig udstyr til oprensning af vand og hermed beslægtet virksomhed.,"Niels Bugges Vej 10, 8800 Hald Ege",Viborg,Viborg,8800,Region Midtjylland,Danmark,56.407888,9.357939,Innovationsfonden - miljøteknik,Opslag
13118647,ALLAN PLOUG A/S,,https://www.allanploug.dk/,Kernen,,,1,,,,,1,"Producenter og leverandører (Jord, Vand og Natur)",,Generel afværgning af forurening → Miljøsanering,,,,NORMAL,Aktieselskab,A/S,147,100-199,432900,Anden bygningsinstallationsvirksomhed,Selskabets formål er at drive entreprenørvirksomhed,"Nordholmen 4, 2650 Hvidovre",Hvidovre,Hvidovre,2650,Region Hovedstaden,Danmark,55.612057,12.47079,Manuel tilføjelse,Opslag
14256911,ALLER VANDVÆRK,,,Forsyningsselskaber,1,,,,,,,,Private vandværker (Vand i rør),,,,,,Aktiv,Andelsselskab (-forening),ANS,2,02-apr,360000,Vandforsyning,,"Fjællebrovej 39, 6093 Sjølund",Sjølund,Kolding,6093,Region Syddanmark,Danmark,55.380253,9.541247,Lasso X Branchekodeudtræk,Opslag
72880218,ALLERSLEV OG AMMENDRUP VANDVÆRKER,,aavand.dk,Forsyningsselskaber,1,,,,,,,,Private vandværker (Vand i rør),,,,,,Aktiv,Forening,FOR,,,360000,Vandforsyning,,"c/o Bjarne Jensen, Tjørnehoved By 4, 4720 Præstø",Præstø,Vordingborg,4720,Region Sjælland,Danmark,55.088964,12.07865,Lasso X Branchekodeudtræk,Opslag
